Perfume;Brand;Gender;Rating Value;Rating Count;Year;Top;Middle;Base;mainaccord1;mainaccord2;mainaccord3;mainaccord4;mainaccord5
la-panthere-eau-de-parfum-legere-edition-limitee;cartier;women;3,91;106;2016;dried fruits, green notes, tangerine, lime, pear;gardenia, peach, rose, aldehydes, tiare flower, jasmine, ylang-ylang;moss, leather, musk, orris root, patchouli;white floral;fruity;sweet;woody;earthy
book;commodity;men;3,91;345;2013;cucumber, eucalyptus, bergamot;artemisia, lavender, amber;sandalwood, haitian vetiver, guaiac wood, tolu balsam;woody;aromatic;ozonic;aquatic;powdery
viking-cologne;creed;men;3,91;772;2021;mandarin orange, lemon, pink pepper, bergamot;lavender, geranium, rosemary, sage, nutmeg;vetiver, sandalwood, cedar, olibanum, patchouli;aromatic;citrus;woody;fresh spicy;lavender
salem-gothic;ds-durga;unisex;3,91;45;2023;violet, sea notes;yarrow, calla lily, spicy notes;lichen, sandalwood, amber;powdery;violet;woody;aromatic;floral
experimentum-crucis;etat-libre-d-orange;unisex;3,91;1485;2019;cumin, apple, litchi;rose, honey, jasmine;akigalawood, patchouli, musk;rose;woody;fresh spicy;fruity;oud
ange-ou-demon-le-secret-edition-croisiere;givenchy;women;3,91;242;2014;neroli, lemon, jasmine;tiare flower, salt;amber, vanilla;white floral;citrus;amber;vanilla;fresh
l-interdit-eau-de-toilette-2022;givenchy;women;3,91;457;2022;bitter orange, orange, bergamot, mandarin orange;tuberose, orange blossom, jasmine;musk, cistus incanus, indonesian patchouli leaf, sandalwood, vetiver;citrus;white floral;tuberose;woody;musky
a-chant-for-the-nymph;gucci;unisex;3,91;335;2020;frangipani;tiare flower, ylang-ylang;vanilla;floral;tropical;white floral;yellow floral;sweet
l-homme-ideal-sport;guerlain;men;3,91;905;2017;watery notes, almond, spices;neroli;coumarin, vetiver, patchouli;aquatic;almond;woody;fresh;aromatic
la-petite-robe-noire-intense;guerlain;women;3,91;2620;2016;cotton candy, blueberry, raspberry, cassis, bergamot;bulgarian rose, jasmine, orange blossom;vanilla, patchouli, sandalwood, white musk;sweet;fruity;woody;caramel;powdery
la-petite-robe-noire-plissee;guerlain;women;3,91;165;2019;sour cherry, apricot, mandarin orange;black tea, almond, rose;patchouli, white musk;almond;fruity;sweet;nutty;cherry
champs-elysees-eau-de-parfum;guerlain;women;3,91;223;2021;mimosa leaves, rose petals;mimosa, buddleia, cassis;almond tree, woody notes, vanilla, hibiscus seed;floral;yellow floral;woody;powdery;green
eau-de-mandarine-ambree;hermes;unisex;3,91;1180;2013;mandarin orange;passionfruit;amber;citrus;amber;fruity;sweet;tropical
h24-herbes-vives;hermes;men;3,91;613;2024;herbal notes;pear;physcool©;green;fruity;sweet;;
oud-for-happiness;initio-parfums-prives;unisex;3,91;1226;2021;bergamot, ginger;licorice, agarwood (oud), cedar;vanilla, musk, herbal notes;citrus;soft spicy;vanilla;warm spicy;powdery
l-eau-d-issey-summer-edition-by-kevin-lucbert;issey-miyake;women;3,91;54;2022;watery notes, calabrian bergamot, neroli;frangipani, orange blossom, rose;coconut milk, musk, driftwood;citrus;floral;tropical;aquatic;coconut
jimmy-choo-blossom-special-edition-2019;jimmy-choo;women;3,91;74;2019;pear, mandarin orange, bergamot;hibiscus, pink freesia, lily-of-the-valley;white musk, sandalwood, ambroxan;floral;fruity;musky;sweet;fresh
salty-amber-cologne;jo-malone-london;unisex;3,91;103;2022;cardamom;sea notes, myrtle;amber, seaweed, patchouli;marine;aromatic;aquatic;amber;salty
viva-la-juicy-pink-couture;juicy-couture;women;3,91;250;2020;watermelon, water lily, cassis, quince;strawberry, frangipani, jasmine, jasmine sambac;vanilla, praline, sandalwood, driftwood;fruity;sweet;aquatic;floral;ozonic
soleil-de-provence;l-artisan-parfumeur;unisex;3,91;171;2022;lemon, bergamot;mimosa, ylang-ylang;benzoin, vanilla;yellow floral;citrus;sweet;powdery;floral
imperial-green;lalique;men;3,91;57;2020;lavender;orange blossom;ambroxan, patchouli, vetiver;lavender;white floral;aromatic;woody;amber
climat-l-edition-mythique;lancome;women;3,91;106;2015;aldehydes, green notes, violet, peach, bergamot;narcissus, iris, lily-of-the-valley, jasmine, may rose, ylang-ylang, tuberose;moss, vetiver, sandalwood, amber, musk;woody;white floral;green;fresh;powdery
la-vie-est-belle-rose-extraordinaire;lancome;women;3,91;297;2024;bergamot, orange, stems greens;damask rose, rose, rose water, iris;ambroxan, musk, woody notes, moss, sandalwood;rose;citrus;musky;woody;powdery
santal-kardamon;lancome;unisex;3,91;490;2018;pink pepper, mandarin orange, bergamot;cardamom, liquor, orange blossom, neroli, pepper;sandalwood, vanilla, leather, amberwood, cashmeran, birch, patchouli;woody;warm spicy;leather;powdery;vanilla
miracle-secret;lancome;women;3,91;271;2017;pear, bergamot;peony, jasmine sambac, rose;musk, vanilla, virginia cedar, amber;floral;fresh;fruity;rose;sweet
qaed-al-fursan-unlimited;lattafa-perfumes;unisex;3,91;1133;2022;coconut, citruses, pineapple;ylang-ylang, jasmine, frangipani;vanilla, musk, sandalwood;vanilla;sweet;coconut;tropical;powdery
maahir;lattafa-perfumes;unisex;3,91;494;2020;red berries, peach, bergamot;jasmine, peony, red lily;sandalwood, vanilla flower, musk;powdery;woody;vanilla;musky;fruity
rose-nue;les-parfums-de-rosine;women;3,91;103;2017;aldehydes, tangerine, green notes;turkish rose, heliotrope, vanilla;suede, musk, ambroxan, sandalwood;musky;powdery;aldehydic;rose;vanilla
vive-la-mariee;les-parfums-de-rosine;women;3,91;193;2013;neroli, litchi, bergamot;rose, peony, jasmine sambac, magnolia, orange blossom, peach, freesia, vanila, praline, tonka bean;cedar, musk, sandalwood, patchouli;floral;white floral;citrus;fresh;rose
dans-la-peau;louis-vuitton;women;3,91;259;2016;apricot, water notes;narcissus, magnolia, jasmine;leather, musk;leather;animalic;musky;floral;powdery
tubereuse-astrale;maison-crivelli;unisex;3,91;400;2024;cinnamon;tuberose, osmanthus;vanilla, musk;tuberose;white floral;floral;fruity;cinnamon
aqua-celestia;maison-francis-kurkdjian;unisex;3,91;1482;2017;lime, mint, black currant, neroli;green notes, mimosa, rose;white musk;green;citrus;aromatic;musky;powdery
aqua-vitae-forte;maison-francis-kurkdjian;unisex;3,91;1174;2015;lemon, guatemalan cardamom, sicilian mandarin, ceylon cinnamon, bergamot, pink pepper;madagascar ylang-ylang, tunisian orange blossom;sandalwood, haitian vetiver;citrus;warm spicy;woody;aromatic;yellow floral
daisy-eau-so-intense;marc-jacobs;women;3,91;755;2021;strawberry, pear, bergamot;honey, jasmine, rose;vanilla, musk, benzoin, moss;sweet;fruity;honey;vanilla;musky
soleil-de-capri-for-gold-apple;montale;unisex;3,91;99;2022;kumquat, citruses, grapefruit;white flowers;musk, spices;citrus;musky;fresh;white floral;
narciso-rodriguez-for-her-eau-de-parfum-10th-anniversary-limited-edition;narciso-rodriguez;women;3,91;68;2013;rose, peach;egyptian musk, amber;sandalwood, patchouli;powdery;woody;musky;rose;amber
narciso-rodriguez-for-her-pink-edition;narciso-rodriguez;unisex;3,91;46;2022;osmanthus, bergamot, orange blossom;musk, amber;patchouli, vetiver, vanilla;musky;woody;powdery;citrus;patchouli
nudiflorum;nasomatto;unisex;3,91;1681;2018;rhubarb;raspberry, amyl salicylate, rose;leather, animal notes, oakmoss, cedar;animalic;fruity;leather;woody;sweet
urbano-noturno;natura;men;3,91;32;2016;green notes, cardamom;woody notes;amber;green;amber;warm spicy;woody;aromatic
amis-3;natura;women;3,91;45;2015;nectarine, pear, mandarin orange;violet, orchid, lily-of-the-valley;musk, sandalwood, cedar;floral;violet;powdery;fresh;sweet
flor-da-manha;natura;women;3,91;204;2017;green notes, orange, bergamot, lemon, grapefruit, mandarin orange, ginger, apple;priprioca, lily-of-the-valley, pataqueira, jasmine, violet;copahu balm, musk, cedar, amber, cashmeran, vanilla;citrus;green;white floral;aromatic;amber
sr-n-noite;natura;men;3,91;54;2019;galbanum, bergamot, lemon;lavender, cardamom, orange blossom;patchouli, vetiver, vanilla;aromatic;woody;patchouli;warm spicy;earthy
les-monstres-de-nina-ricci-nina;nina-ricci;women;3,91;188;2018;pear, cassis, lemon, bergamot;cotton candy, apple, peony, rose, jasmine;praline, vanilla, coffee, coumarin;sweet;fruity;fresh;caramel;aromatic
shinanay;nishane;unisex;3,91;34;2024;galbanum, elemi, blood orange, orange;cep, gardenia, tuberose, magnolia, mastic or lentisque, lily-of-the-valley;civet, sandalwood, oakmoss, benzoin, opoponax, himalayan cedar;white floral;woody;balsamic;amber;aromatic
coffe-lucky-woman;o-boticario;women;3,91;141;2021;bergamot, italian mandarin, lavender extract, brazilian orange;heliotrope, maple, jasmine sambac, orris, cyclamen;white amber, velvet, indonesian patchouli leaf, amyris, indonesian nutmeg, skin;citrus;powdery;woody;amber;fresh spicy
floratta-flores-secretas;o-boticario;women;3,91;633;2017;fig, grapefruit, orange, red apple;freesia, cashmere wood, fig blossom, cedar, nympheal?;raspberry, peach, amber, musk;fruity;sweet;citrus;woody;musky
portinari-absoluto;o-boticario;men;3,91;65;2023;cardamom, grapefruit, pink pepper, juniper;sandalwood, atlas cedar, geranium, freesia;amber, guaiac wood, styrax, patchouli, tonka bean, musk;woody;amber;warm spicy;aromatic;fresh spicy
quasar-2019;o-boticario;men;3,91;172;2019;bergamot, lemon, neroli, mandarin orange, cardamom;lavender, geranium, orange blossom, galbanum, ambrocenide, pink pepper, sage;musk, moss, cedar essence, australian sandalwood, cashmeran, amber, patchouli;citrus;aromatic;fresh spicy;woody;lavender
1-million-intense;paco-rabanne;men;3,91;1036;2013;saffron, black pepper, blood mandarin, cardamom;rose, cinnamon, neroli;leather, sandalwood, patchouli, orris root;warm spicy;rose;cinnamon;leather;woody
belgravia-chypre;penhaligon-s;unisex;3,91;128;2018;raspberry, pink pepper, bergamot;may rose, mate;patchouli, oakmoss, labdanum, leather, kyara incense;woody;patchouli;earthy;rose;mossy
infusion-de-gingembre;prada;unisex;3,91;79;2024;aldehydes, green mandarin;ginger;musk, vetiver;warm spicy;citrus;fresh;aldehydic;musky
roberto-cavalli-oud-edition;roberto-cavalli;women;3,91;123;2013;saffron, mandarin orange;leather, orange blossom;incense, agarwood (oud), amber, vanilla;amber;warm spicy;leather;smoky;oud
manteuse;stephane-humbert-lucas-777;unisex;3,91;140;2018;white flowers, leather, dodecanal, bergamot;honey, orris root, labdanum, sandalwood;opoponax, natural musk, vanilla, patchouli;amber;sweet;powdery;honey;white floral
spirito-fiorentino;tiziana-terenzi;unisex;3,91;973;2019;saffron, orange, jasmine, lily;ambergris, ylang-ylang, magnolia, lily-of-the-valley;leather, birch, precious woods, musk, oakmoss, sandalwood;leather;woody;animalic;warm spicy;amber
orza;tiziana-terenzi;unisex;3,91;351;2020;wild berries, coconut, green apple, plum, orchid, mandarin orange, magnolia;jasmine, bulgarian rose, lily-of-the-valley;caramel, musk, madagascar vanilla, amber, benzoin, sandalwood;fruity;sweet;vanilla;powdery;caramel
maritime-voyage;tommy-bahama;men;3,91;66;2022;lime, lemongrass, carambola (star fruit);elemi, sage, juniper;driftwood, musk, cedar;citrus;aromatic;woody;fresh spicy;fruity
tommy-girl-summer-2013;tommy-hilfiger;women;3,91;34;2013;melon, carambola (star fruit);water lily, gardenia, jasmine;musk, sandalwood;aquatic;fresh;fruity;ozonic;white floral
voce-viva-intensa;valentino;women;3,91;951;2021;mandarin orange, bergamot;orange blossom, jasmine sambac;bourbon vanilla, moss;white floral;citrus;vanilla;mossy;sweet
feerie-spring-blossom;van-cleef-arpels;women;3,91;173;2013;cherry blossom, litchi, pink pepper;peony, magnolia, raspberry;musk, tonka bean;floral;fruity;fresh;sweet;musky
luna;xerjoff;unisex;3,91;53;2023;singapore patchouli, calabrian bergamot, mandarin orange, lemon;bulgarian rose, orris, jasmine sambac, atlas cedar, violet;caramel, amber, musk;citrus;woody;powdery;patchouli;caramel
laylati;xerjoff;unisex;3,91;296;2019;green notes;cedar, patchouli;tobacco, musk, vanilla;woody;patchouli;tobacco;musky;powdery
l-evidence;yves-rocher;women;3,91;116;2024;peach, bergamot;magnolia, damask rose;patchouli;floral;citrus;rose;patchouli;fruity
la-nuit-de-l-homme-l-intense;yves-saint-laurent;men;3,91;1067;2015;iris, violet;vanilla, sage;tonka bean, patchouli;powdery;violet;vanilla;iris;woody
libre-eau-de-toilette;yves-saint-laurent;women;3,91;2044;2021;lavender, bergamot, mandarin orange;orange blossom, jasmine tea, jasmine;musk, vanilla, ambergris;white floral;citrus;lavender;floral;fresh
morning-grasse;zara;women;3,91;99;2018;violet;may rose;vanilla;violet;powdery;rose;floral;vanilla
zara-orchid-2021;zara;women;3,91;399;2021;bergamot;orchid;vanilla;citrus;floral;powdery;fresh spicy;sweet
tobacco-collection-intense-dark-exclusive-2018;zara;men;3,91;161;2018;apple;black pepper;tonka bean;vanilla;fresh spicy;fruity;amber;warm spicy
exotic-mimosa;zara;women;3,91;91;2022;powdery notes, green notes;mimosa;honey;powdery;green;yellow floral;floral;sweet
ultra-juicy;zara;women;3,91;34;2016;coconut milk, pineapple, apple;orchid, sandalwood, freesia;praline, musk;sweet;fruity;coconut;floral;lactonic
passion-victim;wilgermain;unisex;3,91;35;2020;cypress, spanish labdanum, sicilian mandarin;olibanum, egyptian jasmine, rose;mexican vanilla, amber, sandalwood;amber;woody;vanilla;fresh spicy;aromatic
possess-man;oriflame;men;3,91;96;2015;pineapple, grapefruit, coriander;laurels, orange blossom, lavender;orris root, patchouli, leather;fresh spicy;aromatic;citrus;sweet;fruity
queen;nicki-minaj;women;3,91;54;2019;pear, bergamot;floral notes;musk, praline, woody notes;sweet;woody;musky;citrus;fruity
hollister-wave-x-for-man;hollister;men;3,91;33;2022;watermelon, grapefruit, bergamot;cypress, sage, lavender;ambergris, musk, cedar;aromatic;citrus;fresh spicy;amber;ozonic
mandarina-sandalo;granado;unisex;3,91;109;2019;mandarin orange, orange, bergamot;gardenia, freesia, jasmine;sandalwood, musk, amber;citrus;woody;powdery;white floral;floral
fan-di-fendi-eau-fraiche;fendi;women;3,91;504;2013;bergamot, italian lemon, guatemalan cardamom;green tea, white flowers;woody notes, leather;citrus;white floral;aromatic;green;fresh spicy
les-beaux-jours;burdin;women;3,91;77;2014;pomegranate, litchi, clementine;turkish rose, lily, jasmine;musk, vetiver, cedar;fruity;woody;white floral;rose;citrus
balenciaga-l-eau-rose;balenciaga;women;3,91;361;2013;blackberry;rose, violet, patchouli;cypress, musk, cedar;woody;rose;violet;fruity;powdery
the-secret-temptation;antonio-banderas;men;3,91;775;2017;pink pepper, cardamom, elemi, bergamot;artemisia, basil, jasmine;vanilla, woody notes, musk, vetiver;aromatic;woody;vanilla;soft spicy;musky
aromatics-black-cherry;clinique;women;3,91;339;2016;sour cherry, cardamom, white pepper, bergamot;galbanum, rose, jasmine sambac;amber, labdanum, cashmere wood;amber;warm spicy;cherry;fresh spicy;aromatic
cookies-kisses;clinique;women;3,91;272;2021;pink pepper, apple, bergamot;chestnut, pimento, balsam fir;guaiac wood, peru balsam, sandalwood, ambroxan;woody;balsamic;amber;warm spicy;fresh
